Place_Id,Tourist_Id,Rating
32,317,3.8
32,318,4.1
32,319,3.8
32,320,3.3
33,1,4.9
33,2,5.0
33,3,5.0
33,4,3.6
33,5,3.9
33,6,4.3
33,7,5.0
33,8,4.4
33,9,3.5
33,10,5.0
33,11,4.8
33,12,5.0
33,13,4.4
33,14,4.3
33,15,5.0
33,16,5.0
33,17,5.0
33,18,3.5
33,19,5.0
33,20,4.5
34,21,5.0
34,22,5.0
34,23,4.5
34,24,5.0
34,25,4.4
34,26,4.1
34,27,5.0
34,28,3.7
34,29,5.0
34,30,3.6
34,31,4.9
34,32,5.0
34,33,5.0
34,34,4.1
34,35,4.9
34,36,4.3
34,37,4.1
34,38,5.0
34,39,5.0
34,40,4.1
35,41,5.0
35,42,4.5
35,43,4.2
35,44,4.7
35,45,4.9
35,46,5.0
35,47,4.2
35,48,5.0
35,49,5.0
35,50,4.4
35,51,3.9
35,52,4.0
35,53,3.0
35,54,4.7
35,55,4.1
35,56,4.5
35,57,5.0
35,58,3.8
35,59,3.1
35,60,4.4
36,61,5.0
36,62,5.0
36,63,5.0
36,64,4.9
36,65,4.6
36,66,5.0
36,67,3.7
36,68,4.8
36,69,4.6
36,70,3.6
36,71,5.0
36,72,5.0
36,73,3.4
36,74,3.1
36,75,4.3
36,76,4.3
36,77,4.2
36,78,5.0
36,79,4.0
36,80,3.1
37,81,4.0
37,82,4.4
37,83,4.6
37,84,5.0
37,85,5.0
37,86,5.0
37,87,5.0
37,88,5.0
37,89,4.3
37,90,4.8
37,91,5.0
37,92,5.0
37,93,4.0
37,94,3.7
37,95,4.8
37,96,4.0
37,97,4.0
37,98,4.4
37,99,3.6
37,100,4.2
38,101,4.0
38,102,4.8
38,103,4.6
38,104,5.0
38,105,4.1
38,106,4.3
38,107,4.8
38,108,5.0
38,109,5.0
38,110,4.8
38,111,4.5
38,112,3.9
38,113,3.9
38,114,4.4
38,115,4.8
38,116,4.2
38,117,3.2
38,118,4.1
38,119,4.4
38,120,5.0
39,121,5.0
39,122,3.2
39,123,5.0
39,124,4.3
39,125,4.7
39,126,5.0
39,127,4.0
39,128,4.2
39,129,5.0
39,130,3.7
39,131,5.0
39,132,3.6
39,133,4.5
39,134,3.5
39,135,5.0
39,136,3.5
39,137,4.7
39,138,4.8
39,139,3.6
39,140,4.4
40,141,4.1
40,142,5.0
40,143,4.2
40,144,5.0
40,145,3.5
40,146,5.0
40,147,5.0
40,148,5.0
40,149,5.0
40,150,3.8
40,151,5.0
40,152,4.9
40,153,4.2
40,154,4.0
40,155,4.8
40,156,4.0
40,157,4.0
40,158,4.1
40,159,3.1
40,160,4.6
41,161,3.5
41,162,4.4
41,163,4.5
41,164,4.8
41,165,5.0
41,166,4.1
41,167,5.0
41,168,5.0
41,169,5.0
41,170,4.7
41,171,5.0
41,172,3.9
41,173,5.0
41,174,5.0
41,175,4.1
41,176,4.3
41,177,4.2
41,178,4.3
41,179,3.3
41,180,3.1
42,181,5.0
42,182,4.5
42,183,4.6
42,184,5.0
42,185,3.0
42,186,5.0
42,187,4.8
42,188,5.0
42,189,5.0
42,190,5.0
42,191,4.2
42,192,4.9
42,193,4.6
42,194,4.5
42,195,4.3
42,196,3.0
42,197,3.1
42,198,3.0
42,199,4.4
42,200,4.7
43,201,4.9
43,202,4.3
43,203,5.0
43,204,5.0
43,205,5.0
43,206,5.0
43,207,4.8
43,208,4.6
43,209,5.0
43,210,4.1
43,211,4.0
43,212,4.4
43,213,3.3
43,214,4.8
43,215,4.4
43,216,3.5
43,217,4.2
43,218,3.8
43,219,4.6
43,220,3.5
44,221,5.0
44,222,4.3
44,223,4.0
44,224,5.0
44,225,4.8
44,226,4.4
44,227,5.0
44,228,5.0
44,229,4.4
44,230,4.7
44,231,4.2
44,232,4.7
44,233,5.0
44,234,4.7
44,235,5.0
44,236,5.0
44,237,5.0
44,238,5.0
44,239,4.1
44,240,5.0
45,241,4.6
45,242,5.0
45,243,4.3
45,244,4.9
45,245,4.7
45,246,4.4
45,247,5.0
45,248,5.0
45,249,3.7
45,250,5.0
45,251,4.0
45,252,4.9
45,253,5.0
45,254,5.0
45,255,4.7
45,256,5.0
45,257,4.0
45,258,5.0
45,259,3.4
45,260,3.7
46,261,4.1
46,262,3.1
46,263,3.0
46,264,4.7
46,265,4.2
46,266,3.1
46,267,3.9
46,268,3.8
46,269,4.2
46,270,4.7
46,271,4.6
46,272,4.6
46,273,3.3
46,274,4.9
46,275,3.3
46,276,3.4
46,277,3.1
46,278,3.5
46,279,3.9
46,280,4.4
47,281,5.0
47,282,5.0
47,283,5.0
47,284,4.8
47,285,4.5
47,286,3.2
47,287,4.6
47,288,4.2
47,289,4.3
47,290,3.9
47,291,4.8
47,292,5.0
47,293,4.9
47,294,4.1
47,295,4.3
47,296,3.3
47,297,4.5
47,298,4.6
47,299,3.3
47,300,3.5
48,301,4.1
48,302,3.4
48,303,4.2
48,304,4.2
48,305,3.8
48,306,3.4
48,307,4.1
48,308,4.4
48,309,3.3
48,310,4.9
48,311,4.1
48,312,3.3
48,313,5.0
48,314,4.5
48,315,4.4
48,316,4.0
48,317,3.4
48,318,4.3
48,319,4.9
48,320,4.0
49,1,5.0
49,2,4.7
49,3,4.8
49,4,5.0
49,5,4.6
49,6,5.0
49,7,4.5
49,8,4.4
49,9,5.0
49,10,4.4
49,11,3.1
49,12,4.8
49,13,4.6
49,14,4.6
49,15,4.6
49,16,5.0
49,17,3.4
49,18,3.1
49,19,4.4
49,20,3.4
50,21,3.9
50,22,3.4
50,23,3.5
50,24,3.4
50,25,3.1
50,26,3.1
50,27,4.6
50,28,4.1
50,29,3.3
50,30,4.2
50,31,3.4
50,32,4.1
50,33,3.8
50,34,3.8
50,35,4.7
50,36,4.2
50,37,3.7
50,38,3.1
50,39,3.8
50,40,3.5
51,41,4.8
51,42,4.2
51,43,4.9
51,44,4.7
51,45,4.2
51,46,4.5
51,47,3.6
51,48,3.5
51,49,4.6
51,50,4.4
51,51,4.4
51,52,3.7
51,53,3.8
51,54,4.8
51,55,3.2
51,56,3.8
51,57,3.7
51,58,3.2
51,59,4.8
51,60,3.1
52,61,3.5
52,62,4.2
52,63,3.4
52,64,3.9
52,65,3.3
52,66,4.8
52,67,4.4
52,68,3.0
52,69,3.9
52,70,3.7
52,71,4.1
52,72,3.1
52,73,4.5
52,74,3.4
52,75,4.8
52,76,4.5
52,77,4.9
52,78,5.0
52,79,4.4
52,80,4.8
53,81,3.8
53,82,5.0
53,83,4.0
53,84,4.6
53,85,4.1
53,86,3.1
53,87,4.3
53,88,4.9
53,89,3.3
53,90,3.5
53,91,3.2
53,92,3.6
53,93,3.2
53,94,3.3
53,95,4.8
53,96,3.2
53,97,4.8
53,98,4.2
53,99,3.9
53,100,4.6
54,101,3.9
54,102,4.2
54,103,3.6
54,104,3.5
54,105,4.9
54,106,3.1
54,107,3.9
54,108,4.3
54,109,3.2
54,110,4.7
54,111,4.6
54,112,4.0
54,113,4.8
54,114,3.9
54,115,3.2
54,116,3.4
54,117,3.3
54,118,3.5
54,119,4.5
54,120,3.2
55,121,4.9
55,122,5.0
55,123,5.0
55,124,5.0
55,125,4.8
55,126,5.0
55,127,5.0
55,128,4.8
55,129,5.0
55,130,5.0
55,131,5.0
55,132,5.0
55,133,3.1
55,134,4.8
55,135,3.0
55,136,3.2
55,137,3.2
55,138,3.4
55,139,3.7
55,140,3.7
56,141,3.9
56,142,3.9
56,143,4.6
56,144,4.1
56,145,4.0
56,146,3.5
56,147,4.7
56,148,3.5
56,149,4.4
56,150,4.2
56,151,4.9
56,152,3.2
56,153,4.9
56,154,4.7
56,155,4.1
56,156,4.7
56,157,4.8
56,158,4.0
56,159,3.6
56,160,4.5
57,161,5.0
57,162,5.0
57,163,4.4
57,164,4.7
57,165,4.8
57,166,5.0
57,167,4.3
57,168,4.7
57,169,5.0
57,170,4.2
57,171,5.0
57,172,5.0
57,173,5.0
57,174,5.0
57,175,4.6
57,176,3.3
57,177,4.6
57,178,3.5
57,179,3.5
57,180,5.0
58,181,5.0
58,182,5.0
58,183,4.6
58,184,4.7
58,185,3.4
58,186,3.6
58,187,3.5
58,188,4.4
58,189,3.8
58,190,3.7
58,191,4.3
58,192,4.9
58,193,4.0
58,194,3.6
58,195,3.5
58,196,3.0
58,197,5.0
58,198,4.8
58,199,4.3
58,200,3.2
59,201,4.6
59,202,5.0
59,203,4.3
59,204,5.0
59,205,4.3
59,206,4.5
59,207,4.2
59,208,4.5
59,209,4.0
59,210,5.0
59,211,4.6
59,212,5.0
59,213,4.0
59,214,3.9
59,215,4.1
59,216,4.3
59,217,3.7
59,218,3.4
59,219,4.0
59,220,4.6
60,221,4.4
60,222,5.0
60,223,4.1
60,224,4.2
60,225,4.6
60,226,4.3
60,227,5.0
60,228,5.0
60,229,5.0
60,230,5.0
60,231,5.0
60,232,5.0
60,233,4.1
60,234,3.2
60,235,3.4
60,236,3.8
60,237,4.2
60,238,4.5
60,239,4.4
60,240,4.6
61,241,5.0
61,242,5.0
61,243,4.9
61,244,5.0
61,245,4.7
61,246,5.0
61,247,4.5
61,248,4.0
61,249,5.0
61,250,4.9
61,251,4.7
61,252,5.0
61,253,3.6
61,254,3.3
61,255,3.1
61,256,3.5
61,257,3.5
61,258,3.0
61,259,4.9
61,260,3.3
62,261,5.0
62,262,5.0
62,263,5.0
62,264,5.0
62,265,5.0
62,266,3.9
62,267,3.4
62,268,4.3
62,269,4.4
62,270,3.9
62,271,4.9
62,272,3.1
62,273,3.1
62,274,4.0
62,275,4.1
62,276,4.1
62,277,3.4
62,278,4.2
62,279,4.6
62,280,3.4
63,281,3.1
63,282,4.0
63,283,4.9
63,284,4.7
63,285,4.4
63,286,4.2
63,287,3.2
63,288,5.0
63,289,4.6
63,290,3.1
63,291,4.1
63,292,4.6
63,293,4.6
63,294,3.9
63,295,5.0
63,296,3.8
63,297,4.6
63,298,3.5
63,299,4.0
63,300,3.2
64,301,5.0
64,302,4.4
64,303,5.0
64,304,4.6
64,305,3.7
64,306,5.0
64,307,4.4
64,308,4.9
64,309,4.5
64,310,5.0
64,311,5.0
64,312,3.8
64,313,4.8
64,314,3.3
64,315,4.3
64,316,4.6
64,317,4.5
64,318,4.1
64,319,3.2
64,320,3.7
65,1,4.9
65,2,4.9
65,3,5.0
65,4,4.4
65,5,5.0
65,6,4.2
65,7,5.0
65,8,4.6
65,9,4.1
65,10,4.7
65,11,5.0
65,12,5.0
65,13,4.0
65,14,3.4
65,15,4.2
65,16,3.8
65,17,3.6
65,18,3.9
65,19,4.0
65,20,4.9
66,21,4.6
66,22,4.8
66,23,5.0
66,24,4.0
66,25,4.6
66,26,3.1
66,27,4.2
66,28,4.2
66,29,3.6
66,30,4.7
66,31,5.0
66,32,5.0
66,33,4.2
66,34,3.4
66,35,4.6
66,36,3.1
66,37,4.5
66,38,3.5
66,39,4.5
66,40,4.2
67,41,3.6
67,42,4.9
67,43,4.8
67,44,4.0
67,45,5.0
67,46,4.2
67,47,3.8
67,48,4.5
67,49,3.4
67,50,4.4
67,51,4.7
67,52,3.8
67,53,3.6
67,54,4.5
67,55,4.4
67,56,4.1
67,57,4.4
67,58,3.9
67,59,3.9
67,60,3.3
68,61,3.7
68,62,4.6
68,63,4.2
68,64,4.0
68,65,4.0
68,66,4.5
68,67,4.3
68,68,3.4
68,69,4.9
68,70,3.2
68,71,3.9
68,72,3.5
68,73,3.9
68,74,4.3
68,75,4.2
68,76,4.0
68,77,4.1
68,78,4.5
68,79,3.0
68,80,4.5
69,81,5.0
69,82,5.0
69,83,4.7
69,84,5.0
69,85,5.0
69,86,5.0
69,87,5.0
69,88,5.0
69,89,4.8
69,90,4.7
69,91,4.4
69,92,3.9
69,93,3.6
69,94,4.9
69,95,4.4
69,96,3.2
69,97,4.6
69,98,3.3
69,99,4.0
69,100,3.7
70,101,5.0
70,102,5.0
70,103,3.6
70,104,3.9
70,105,5.0
70,106,4.3
70,107,4.6
70,108,4.7
70,109,4.5
70,110,3.4
70,111,4.1
70,112,5.0
70,113,5.0
70,114,3.9
70,115,4.2
70,116,3.1
70,117,3.6
70,118,3.8
70,119,4.6
70,120,3.9
71,121,3.9
71,122,4.6
71,123,4.2
71,124,4.7
71,125,3.5
71,126,4.3
71,127,3.4
71,128,3.9
71,129,4.3
71,130,3.0
71,131,5.0
71,132,5.0
71,133,4.0
71,134,5.0
71,135,4.5
71,136,3.3
71,137,3.5
71,138,3.1
71,139,4.0
71,140,3.2
72,141,3.8
72,142,3.9
72,143,3.4
72,144,4.4
72,145,4.9
72,146,4.6
72,147,3.7
72,148,4.0
72,149,3.4
72,150,3.8
72,151,4.4
72,152,3.6
72,153,4.2
72,154,3.5
72,155,3.8
72,156,4.4
72,157,3.8
72,158,3.7
72,159,3.8
72,160,3.6
73,161,3.6
73,162,4.4
73,163,4.4
73,164,3.2
73,165,3.6
73,166,3.4
73,167,3.2
73,168,4.6
73,169,4.2
73,170,3.0
73,171,3.5
73,172,4.4
73,173,3.1
73,174,4.7
73,175,4.7
73,176,4.6
73,177,3.7
73,178,3.8
73,179,3.4
73,180,4.4
74,181,5.0
74,182,5.0
74,183,4.7
74,184,5.0
74,185,5.0
74,186,5.0
74,187,4.0
74,188,4.0
74,189,3.5
74,190,4.2
74,191,4.8
74,192,3.1
74,193,4.2
74,194,3.6
74,195,4.3
74,196,4.4
74,197,4.1
74,198,4.8
74,199,5.0
74,200,5.0
75,201,4.9
75,202,4.4
75,203,3.2
75,204,4.8
75,205,4.8
75,206,3.4
75,207,3.7
75,208,3.9
75,209,3.5
75,210,3.6
75,211,3.6
75,212,4.3
75,213,4.1
75,214,3.7
75,215,4.4
75,216,3.1
75,217,4.8
75,218,4.7
75,219,4.5
75,220,4.6
76,221,3.8
76,222,3.4
76,223,4.7
76,224,3.0
76,225,4.7
76,226,3.8
76,227,4.2
76,228,4.7
76,229,3.6
76,230,4.8
76,231,4.2
76,232,4.5
76,233,3.1
76,234,4.3
76,235,4.9
76,236,4.5
76,237,4.0
76,238,3.3
76,239,4.1
76,240,3.8
77,241,3.2
77,242,3.8
77,243,3.1
77,244,3.1
77,245,3.0
77,246,3.9
77,247,3.8
77,248,4.4
77,249,3.4
77,250,3.5
77,251,4.9
77,252,4.9
77,253,3.9
77,254,4.3
77,255,4.0
77,256,4.4
77,257,4.0
77,258,4.6
77,259,3.1
77,260,4.1
78,261,3.3
78,262,4.0
78,263,4.6
78,264,4.5
78,265,4.5
78,266,3.1
78,267,3.0
78,268,4.7
78,269,4.6
78,270,4.3
78,271,3.7
78,272,4.1
78,273,4.7
78,274,4.1
78,275,3.7
78,276,5.0
78,277,3.7
78,278,3.0
78,279,3.2
78,280,3.2
79,281,5.0
79,282,4.8
79,283,5.0
79,284,4.5
79,285,4.1
79,286,4.4
79,287,4.4
79,288,4.8
79,289,4.5
79,290,5.0
79,291,4.4
79,292,5.0
79,293,5.0
79,294,5.0
79,295,5.0
79,296,5.0
79,297,5.0
79,298,4.3
79,299,4.1
79,300,4.1
80,301,3.4
80,302,3.4
80,303,3.2
80,304,3.6
80,305,4.9
80,306,4.0
80,307,3.1
80,308,3.1
80,309,3.2
80,310,3.5
80,311,5.0
80,312,3.7
80,313,3.6
80,314,3.7
80,315,4.2
80,316,4.5
80,317,3.0
80,318,3.1
80,319,4.7
80,320,4.0
81,1,3.4
81,2,3.2
81,3,3.1
81,4,3.4
81,5,4.0
81,6,4.5
81,7,4.0
81,8,3.3
81,9,4.9
81,10,3.1
81,11,3.4
81,12,3.8
81,13,3.9
81,14,4.0
81,15,3.9
81,16,4.0
81,17,3.7
81,18,4.9
81,19,3.0
81,20,3.2
82,21,3.9
82,22,4.9
82,23,4.5
82,24,3.1
82,25,3.2
82,26,4.2
82,27,4.0
82,28,4.7
82,29,3.5
82,30,4.6
82,31,4.1
82,32,3.2
82,33,4.5
82,34,4.7
82,35,5.0
82,36,4.4
82,37,4.2
82,38,4.1
82,39,3.7
82,40,4.9
83,41,4.6
83,42,3.7
83,43,4.4
83,44,4.2
83,45,3.4
83,46,3.7
83,47,3.4
83,48,4.1
83,49,4.9
83,50,3.9
83,51,3.8
83,52,4.1
83,53,3.4
83,54,3.4
83,55,4.9
83,56,4.3
83,57,4.9
83,58,3.4
83,59,4.2
83,60,4.5
84,61,3.1
84,62,4.2
84,63,3.6
84,64,3.4
84,65,3.9
84,66,3.0
84,67,3.9
84,68,4.1
84,69,3.4
84,70,4.6
84,71,4.5
84,72,3.8
84,73,3.6
84,74,4.0
84,75,3.4
84,76,4.8
84,77,3.6
84,78,3.3
84,79,3.3
84,80,4.2
85,81,4.0
85,82,3.4
85,83,4.6
85,84,3.3
85,85,4.7
85,86,4.2
85,87,3.2
85,88,3.4
85,89,4.1
85,90,3.7
85,91,3.2
85,92,4.5
85,93,4.2
85,94,4.9
85,95,4.8
85,96,3.6
85,97,4.2
85,98,3.3
85,99,3.9
85,100,4.3
86,101,4.4
86,102,4.5
86,103,3.1
86,104,4.4
86,105,4.8
86,106,3.4
86,107,3.4
86,108,4.9
86,109,4.4
86,110,3.1
86,111,4.6
86,112,3.8
86,113,3.2
86,114,4.2
86,115,5.0
86,116,4.6
86,117,4.4
86,118,4.4
86,119,5.0
86,120,4.0
87,121,3.3
87,122,4.8
87,123,4.9
87,124,4.1
87,125,3.9
87,126,3.8
87,127,3.6
87,128,3.1
87,129,4.7
87,130,3.4
87,131,4.8
87,132,3.6
87,133,4.5
87,134,4.0
87,135,3.4
87,136,4.0
87,137,4.1
87,138,3.5
87,139,4.8
87,140,3.6
88,141,4.6
88,142,3.4
88,143,4.0
88,144,4.8
88,145,4.6
